from	to
000401974800008	A1983PY32000010
000393472600003	A1983PY32000010
000393070600001	A1983PY32000010
000393331000031	A1983PY32000010
000392798500004	A1983PY32000010
000392217900007	A1983PY32000010
000392217900030	A1983PY32000010
000391227400002	A1983PY32000010
000391158500001	A1983PY32000010
000391027900002	A1983PY32000010
000390123300002	A1983PY32000010
000389809100062	A1983PY32000010
000390196400069	A1983PY32000010
000388423500004	A1983PY32000010
000388577400001	A1983PY32000010
000388565200003	A1983PY32000010
000386831900004	A1983PY32000010
000384940900003	A1983PY32000010
000384652200005	A1983PY32000010
000384748400004	A1983PY32000010
000384695300006	A1983PY32000010
000384087200012	A1983PY32000010
000383999700003	A1983PY32000010
000383148100021	A1983PY32000010
000381360900001	A1983PY32000010
000381491600013	A1983PY32000010
000381910600002	A1983PY32000010
000381117400015	A1983PY32000010
000380830100001	A1983PY32000010
000380206600001	A1983PY32000010
000379843300021	A1983PY32000010
000379367400009	A1983PY32000010
000378414700042	A1983PY32000010
000378700600018	A1983PY32000010
000376527800005	A1983PY32000010
000377956900068	A1983PY32000010
000376520200003	A1983PY32000010
000377066600001	A1983PY32000010
000374723500005	A1983PY32000010
000375293200001	A1983PY32000010
000375476800023	A1983PY32000010
000374256900007	A1983PY32000010
000373723500011	A1983PY32000010
000373171600009	A1983PY32000010
000370627900006	A1983PY32000010
000371053400009	A1983PY32000010
000370002700001	A1983PY32000010
000369193800003	A1983PY32000010
000368592300003	A1983PY32000010
000368592300013	A1983PY32000010
000368192100004	A1983PY32000010
000367851300003	A1983PY32000010
000367496400004	A1983PY32000010
000367747500008	A1983PY32000010
000366789800003	A1983PY32000010
000386307300009	A1983PY32000010
000465199800106	A1983PY32000010
000422708100001	A1983PY32000010
000375476800024	A1983PY32000010
000389455600037	A1983PY32000010
000376193400005	A1983PY32000010
000436885600005	A1983PY32000010
000393475800002	A1983PY32000010
000392814500005	A1983PY32000010
000383148100004	A1983PY32000010
000368119300004	A1983PY32000010
000391018000001	A1983PY32000010
000380222000005	A1983PY32000010
000369237900006	A1983PY32000010
000410504600003	A1983PY32000010
000379580000007	A1983PY32000010
000424558300003	A1983PY32000010
000377125200003	A1983PY32000010
000368650300004	A1983PY32000010
000367422400001	A1983PY32000010
000431822500005	A1983PY32000010
000391125100002	A1983PY32000010
000418801500016	A1983PY32000010
000412088600010	A1983PY32000010
000379832100010	A1983PY32000010
000365743600001	A1983PY32000010
000363828300006	A1983PY32000010
000366032500001	A1983PY32000010
000379517600003	A1983PY32000010
000372773200002	A1983PY32000010
000369590600001	A1983PY32000010
000368880500002	A1983PY32000010
000368174900017	A1983PY32000010
000368184700004	A1983PY32000010
000368025500001	A1983PY32000010
000366879300006	A1983PY32000010
000367202700004	A1983PY32000010
000365764100001	A1983PY32000010
000364572900003	A1983PY32000010
000364572900006	A1983PY32000010
000422559200003	A1983PY32000010
000369604000008	A1983PY32000010
000366315700004	A1983PY32000010
000363776800010	A1983PY32000010
000370914000007	A1983PY32000010
000366676400008	A1983PY32000010
000365062900035	A1983PY32000010
000364165000006	A1983PY32000010
000363490100042	A1983PY32000010
000361829000005	A1983PY32000010
000365219300002	A1983PY32000010
000364298400023	A1983PY32000010
000363964800001	A1983PY32000010
000368432500004	A1983PY32000010
000368236000017	A1983PY32000010
000367484800007	A1983PY32000010
000365583400023	A1983PY32000010
000365138200011	A1983PY32000010
000365053800009	A1983PY32000010
000364588000010	A1983PY32000010
000363324400009	A1983PY32000010
000375840200004	A1983PY32000010
000360951200018	A1983PY32000010
000363336300010	A1983PY32000010
000364026000014	A1983PY32000010
000362497000011	A1983PY32000010
000361934000014	A1983PY32000010
000360951200041	A1983PY32000010
000360255000002	A1983PY32000010
000360255000044	A1983PY32000010
000360255000085	A1983PY32000010
000365221500008	A1983PY32000010
000364133500001	A1983PY32000010
000365313700001	A1983PY32000010
000364125200001	A1983PY32000010
000360647100003	A1983PY32000010
000363310700002	A1983PY32000010
000363183100149	A1983PY32000010
000363130900037	A1983PY32000010
000364196600005	A1983PY32000010
000360295200001	A1983PY32000010
000365666900004	A1983PY32000010
000364554200003	A1983PY32000010
000366379700001	A1983PY32000010
000369692900002	A1983PY32000010
000365155100002	A1983PY32000010
000362720100008	A1983PY32000010
000361906800009	A1983PY32000010
000361826400024	A1983PY32000010
000361823700001	A1983PY32000010
000361258300016	A1983PY32000010
000361397100009	A1983PY32000010
000359028800011	A1983PY32000010
000361573400004	A1983PY32000010
000367121800007	A1983PY32000010
000439057400008	A1983PY32000010
000362268500001	A1983PY32000010
000360725200006	A1983PY32000010
000359877100009	A1983PY32000010
000363202700001	A1983PY32000010
000360772600048	A1983PY32000010
000362918200001	A1983PY32000010
000361232400001	A1983PY32000010
000361601100044	A1983PY32000010
000360965800066	A1983PY32000010
000363310300003	A1983PY32000010
000362333800001	A1983PY32000010
000366446000012	A1983PY32000010
000363455800003	A1983PY32000010
000361780800001	A1983PY32000010
000360875100014	A1983PY32000010
000360579400013	A1983PY32000010
000360209000024	A1983PY32000010
000356549400001	A1983PY32000010
000360949300009	A1983PY32000010
000359863000010	A1983PY32000010
000360083100014	A1983PY32000010
000359282800015	A1983PY32000010
000360456800005	A1983PY32000010
000422466800002	A1983PY32000010
000358969500001	A1983PY32000010
000360251400103	A1983PY32000010
000360299100200	A1983PY32000010
000360226200004	A1983PY32000010
000360186600012	A1983PY32000010
000359882300003	A1983PY32000010
000359786600004	A1983PY32000010
000359474600010	A1983PY32000010
000359330900011	A1983PY32000010
000359330900019	A1983PY32000010
000358252500008	A1983PY32000010
000357746900007	A1983PY32000010
000357745000007	A1983PY32000010
000358685200002	A1983PY32000010
000360443600008	A1983PY32000010
000354157200001	A1983PY32000010
000357128800011	A1983PY32000010
000356357500003	A1983PY32000010
000356737100008	A1983PY32000010
000356637000002	A1983PY32000010
000358837700042	A1983PY32000010
000358798700001	A1983PY32000010
000356265800006	A1983PY32000010
000359392800004	A1983PY32000010
000355584300002	A1983PY32000010
000360452400001	A1983PY32000010
000347692500009	A1983PY32000010
000361835100001	A1983PY32000010
000360556600010	A1983PY32000010
000357801000005	A1983PY32000010
000356248000024	A1983PY32000010
000356746700008	A1983PY32000010
000355766900007	A1983PY32000010
000355692600011	A1983PY32000010
000358434200025	A1983PY32000010
000354128300011	A1983PY32000010
000366180100013	A1983PY32000010
000356186700012	A1983PY32000010
000365538600002	A1983PY32000010
000446538900005	A1983PY32000010
000355379300003	A1983PY32000010
000353845800004	A1983PY32000010
000356977600001	A1983PY32000010
000356329900023	A1983PY32000010
000358249000024	A1983PY32000010
000360446600001	A1983PY32000010
000357530700030	A1983PY32000010
000357359900002	A1983PY32000010
000356272800003	A1983PY32000010
000356104600004	A1983PY32000010
000355634200006	A1983PY32000010
000355493300001	A1983PY32000010
000355068100015	A1983PY32000010
000354707100004	A1983PY32000010
000354544600014	A1983PY32000010
000354448500015	A1983PY32000010
000354966600016	A1983PY32000010
000354609100006	A1983PY32000010
000355839900020	A1983PY32000010
000216594600008	A1983PY32000010
000356272800010	A1983PY32000010
000354061400024	A1983PY32000010
000353879000019	A1983PY32000010
000353225400009	A1983PY32000010
000355319400012	A1983PY32000010
000356781500001	A1983PY32000010
000355304800001	A1983PY32000010
000356600200011	A1983PY32000010
000356280000001	A1983PY32000010
000353480000009	A1983PY32000010
000352890900005	A1983PY32000010
000356696500002	A1983PY32000010
000359833000007	A1983PY32000010
000354805400002	A1983PY32000010
000354824200001	A1983PY32000010
000354298100002	A1983PY32000010
000353879700028	A1983PY32000010
000353543900003	A1983PY32000010
000352856300010	A1983PY32000010
000352741300014	A1983PY32000010
000352582200001	A1983PY32000010
000354957600002	A1983PY32000010
000352690900008	A1983PY32000010
000355034700001	A1983PY32000010
000353905300017	A1983PY32000010
000217126900004	A1983PY32000010
000422239000003	A1983PY32000010
000437655900008	A1983PY32000010
000352016000011	A1983PY32000010
000354537400001	A1983PY32000010
000350929100020	A1983PY32000010
000353738200014	A1983PY32000010
000348513000009	A1983PY32000010
000352204300001	A1983PY32000010
000366853100003	A1983PY32000010
000366659500006	A1983PY32000010
000355553700006	A1983PY32000010
000355496000007	A1983PY32000010
000352229200002	A1983PY32000010
000351809500022	A1983PY32000010
000351472000010	A1983PY32000010
000350181900019	A1983PY32000010
000353830700003	A1983PY32000010
000351176600004	A1983PY32000010
000354596900017	A1983PY32000010
000438627000003	A1983PY32000010
000438627000009	A1983PY32000010
000373057600005	A1983PY32000010
000349268500014	A1983PY32000010
000349268500034	A1983PY32000010
000351880000005	A1983PY32000010
000351713900001	A1983PY32000010
000358032800001	A1983PY32000010
000352487700001	A1983PY32000010
000352124200001	A1983PY32000010
000351277500131	A1983PY32000010
000348662100007	A1983PY32000010
000348522300005	A1983PY32000010
000347696400007	A1983PY32000010
000351790100008	A1983PY32000010
000351623800007	A1983PY32000010
000351469200029	A1983PY32000010
000350781900006	A1983PY32000010
000350975800007	A1983PY32000010
000350278600011	A1983PY32000010
000350553700011	A1983PY32000010
000350342100024	A1983PY32000010
000349677600004	A1983PY32000010
000349605600006	A1983PY32000010
000349588400008	A1983PY32000010
000351281700004	A1983PY32000010
000354157400006	A1983PY32000010
000214486700005	A1983PY32000010
000349764900001	A1983PY32000010
000350682700002	A1983PY32000010
000351031700013	A1983PY32000010
000347596300015	A1983PY32000010
000349912100016	A1983PY32000010
000348882200009	A1983PY32000010
000349741700003	A1983PY32000010
000217123200003	A1983PY32000010
000347596300009	A1983PY32000010
000214691000001	A1983PY32000010
000350108800008	A1983PY32000010
000348353500001	A1983PY32000010
000346050300033	A1983PY32000010
000347042200010	A1983PY32000010
000344467400007	A1983PY32000010
000387141000016	A1983PY32000010
000385168000010	A1983PY32000010
000385119700003	A1983PY32000010
000380393600038	A1983PY32000010
000379487700006	A1983PY32000010
000376609300017	A1983PY32000010
000374591400010	A1983PY32000010
000371990400134	A1983PY32000010
000371705200081	A1983PY32000010
000370247400010	A1983PY32000010
000369954900006	A1983PY32000010
000368743200004	A1983PY32000010
000368675600005	A1983PY32000010
000367711000053	A1983PY32000010
000366973900003	A1983PY32000010
000364457800002	A1983PY32000010
000361897400002	A1983PY32000010
000361530800006	A1983PY32000010
000360464300009	A1983PY32000010
000358103500003	A1983PY32000010
000357906700003	A1983PY32000010
000357586700001	A1983PY32000010
000356967200011	A1983PY32000010
000352796700002	A1983PY32000010
000350112200011	A1983PY32000010
000351282400003	A1983PY32000010
000350931200013	A1983PY32000010
000350108600002	A1983PY32000010
000347770600019	A1983PY32000010
000347600200007	A1983PY32000010
000347076300026	A1983PY32000010
000347268500020	A1983PY32000010
000346182500006	A1983PY32000010
000367517000002	A1983PY32000010
000346908900005	A1983PY32000010
000346908900007	A1983PY32000010
000376609300008	A1983PY32000010
000421239600008	A1983PY32000010
000358797900008	A1983PY32000010
000367323600001	A1983PY32000010
000216517800003	A1983PY32000010
000214867500003	A1983PY32000010
000212202200005	A1983PY32000010
000347692900004	A1983PY32000010
000212150800001	A1983PY32000010
000211706400003	A1983PY32000010
000371986600018	A1983PY32000010
000371441800003	A1983PY32000010
000420732700004	A1983PY32000010
000437709600015	A1983PY32000010
000350057900030	A1983PY32000010
000347540600011	A1983PY32000010
000211694600003	A1983PY32000010
000210589900008	A1983PY32000010
000453134600114	A1983PY32000010
000367989500024	A1983PY32000010
000345393800019	A1983PY32000010
000347119100097	A1983PY32000010
000347361300014	A1983PY32000010
000347361300011	A1983PY32000010
000347181500001	A1983PY32000010
000345058400007	A1983PY32000010
000347948300001	A1983PY32000010
000347760400018	A1983PY32000010
000348047700008	A1983PY32000010
000347099100018	A1983PY32000010
000347175100002	A1983PY32000010
000347175100005	A1983PY32000010
000346635100008	A1983PY32000010
000344851000009	A1983PY32000010
000345219900010	A1983PY32000010
000344598100005	A1983PY32000010
000345838300014	A1983PY32000010
000344548500006	A1983PY32000010
000344806700015	A1983PY32000010
000336824500007	A1983PY32000010
000345923600017	A1983PY32000010
000346766900074	A1983PY32000010
000345527700001	A1983PY32000010
000344760500002	A1983PY32000010
000346052100006	A1983PY32000010
000345135300007	A1983PY32000010
000354823200002	A1983PY32000010
000348016800021	A1983PY32000010
000346824500009	A1983PY32000010
000346824500011	A1983PY32000010
000345846800015	A1983PY32000010
000345576500025	A1983PY32000010
000345074200032	A1983PY32000010
000345217000011	A1983PY32000010
000344718200012	A1983PY32000010
000344874900013	A1983PY32000010
000344002600001	A1983PY32000010
000343931000005	A1983PY32000010
000343813400006	A1983PY32000010
000343618000008	A1983PY32000010
000343618000015	A1983PY32000010
000344471300009	A1983PY32000010
000344354000008	A1983PY32000010
000345846800001	A1983PY32000010
000342583000009	A1983PY32000010
000340314500024	A1983PY32000010
000345204200027	A1983PY32000010
000343674800072	A1983PY32000010
000343302600035	A1983PY32000010
000343404700001	A1983PY32000010
000343589900001	A1983PY32000010
000346766200009	A1983PY32000010
000347599800012	A1983PY32000010
000345411300003	A1983PY32000010
000344215500001	A1983PY32000010
000344254000001	A1983PY32000010
000343924200010	A1983PY32000010
000343865500001	A1983PY32000010
000343387000009	A1983PY32000010
000343069900006	A1983PY32000010
000343031800008	A1983PY32000010
000342929800005	A1983PY32000010
000342977200018	A1983PY32000010
000342986700016	A1983PY32000010
000342531800009	A1983PY32000010
000342188600011	A1983PY32000010
000348012800012	A1983PY32000010
000345027900003	A1983PY32000010
000341185600007	A1983PY32000010
000341185600010	A1983PY32000010
000341774300089	A1983PY32000010
000342546100007	A1983PY32000010
000346515000001	A1983PY32000010
000350618400004	A1983PY32000010
000342985600012	A1983PY32000010
000342926700001	A1983PY32000010
000342923600005	A1983PY32000010
000342271100016	A1983PY32000010
000340471500013	A1983PY32000010
000340360100005	A1983PY32000010
000342243700005	A1983PY32000010
000343011700014	A1983PY32000010
000340817600001	A1983PY32000010
000340746200001	A1983PY32000010
000341357200023	A1983PY32000010
000349218600008	A1983PY32000010
000349218600011	A1983PY32000010
000349217400007	A1983PY32000010
000342984900013	A1983PY32000010
000342755500001	A1983PY32000010
000342261100026	A1983PY32000010
000340539600011	A1983PY32000010
000340540900008	A1983PY32000010
000340376500004	A1983PY32000010
000339883800009	A1983PY32000010
000339906800009	A1983PY32000010
000340068500020	A1983PY32000010
000339478300004	A1983PY32000010
000565785500001	000301796600006
000562981800001	000301796600006
000528584300001	000301796600006
000513075500001	000301796600006
000534035700044	000301796600006
000474275000001	000301796600006
000463310300006	000301796600006
000496459200007	000301796600006
000449983900011	000301796600006
000441990300003	000301796600006
000430422100010	000301796600006
000395077100012	000301796600006
000382500600003	000301796600006
000378700600018	000301796600006
000355379300003	000301796600006
000572228300001	000209511400001
000496018100003	000209511400001
000475660800005	000209511400001
000460932300008	000209511400001
000442719600002	000209511400001
000435945200012	000209511400001
000415151900009	000209511400001
000424622000002	000209511400001
000406970000007	000209511400001
000414975400011	000209511400001
000390950000011	000209511400001
000388975700008	000209511400001
000381362800008	000209511400001
000363278400002	000209511400001
000359282800015	000209511400001
000346068000008	000209511400001
000319779700002	000209511400001
000308885400001	000209511400001
000308775000002	000209511400001
000306667600005	000209511400001
000298573900003	000209511400001
000291996200004	000209511400001
000289169800003	000209511400001
000285804100012	000209511400001
000299265200012	000209511400001
000274424700011	000209511400001
000273460300001	000209511400001
000300005000007	000209511400001
000267367000001	000209511400001
000268020500002	000209511400001
000267062600005	000209511400001
000261066300005	000209511400001
000250243100005	000209511400001
000246079000003	000209511400001
000225537000009	000209511400001
000224179800001	000209511400001
000222473700002	000209511400001
000185982500010	000209511400001
000178178700008	000209511400001
000174044100006	000209511400001
000171926300013	000209511400001
000168134200013	000209511400001
000089635000008	000209511400001
000087535600007	000209511400001
000089593800006	000209511400001
000081753900002	000209511400001
000077691800009	000209511400001
000078005100004	000209511400001
000072940100010	000209511400001
A1997YH90100046	000209511400001
A1997YA22100003	000209511400001
A1996WA31000002	000209511400001
A1996VC52600021	000209511400001
A1995RA46800020	000209511400001
A1995QX16300008	000209511400001
A1994PM27200005	000209511400001
A1994PJ22000003	000209511400001
A1994NZ28900006	000209511400001
A1994NP71200001	000209511400001
A1993MB68100006	000209511400001
A1993LV00100016	000209511400001
A1993KQ29500005	000209511400001
A1993NK41500007	000209511400001
A1992HC29000011	000209511400001
A1991EY04800005	000209511400001
A1991EW20200007	000209511400001
A1991EW20200008	000209511400001
A1991ET55700005	000209511400001
A1990ED50400011	000209511400001
A1990DT98600012	000209511400001
A1990CY55000005	000209511400001
A1989AZ52600004	000209511400001
A1988Q827800003	000209511400001
A1987J614200020	000209511400001
A1987F642800015	000209511400001
A1987F724700004	000209511400001
A1986D847600012	000209511400001
A1985ALU5700013	000209511400001
A1985ADU4900024	000209511400001
A1985AJS8300023	000209511400001
A1984TZ46000006	000209511400001
A1984TX69900010	000209511400001
A1983QX75900003	000209511400001
A1983PY32000010	000209511400001
A1983QT40100013	000209511400001
A1983RF24200001	000209511400001
A1983RR96300005	000209511400001
A1982NX19600011	000209511400001
A1983RR96300005	A1981LH62000007
A1983RR96300005	000209511400001
A1983RR96300005	A1978FK38700009
A1983RR96300005	A1983PY32000010
A1983RR96300005	A1975BG80300002
000449485000011	A1991EY27600006
000449485000011	A1987M258100002
000449485000011	A1987G795200002
000449485000011	A1997XU35200006
000449485000011	A1989U794800007
000449485000011	A1983RE96200020
000449485000011	A1981LH62000007
000449485000011	000080361400002
000449485000011	A1973R383200005
000449485000011	A1972N508800003
000449485000011	000204039000005
000449485000011	A1997XU35200005
000449485000011	A1987G679900010
000449485000011	A1955WD14000001
000449485000011	A1996UE80100005
000449485000011	A1983PY32000010
000449485000011	A1975BG80300002
000449485000011	000281477500003
000449485000011	000224104300013
000449485000011	A1992JA11500002
000449485000011	000281495200010
000449485000011	A1968B795000013
000449485000011	000255843600003
000449485000011	000087485500008
000449485000011	000267904100002
000449485000011	A1990ED50400011
000449485000011	000279132400006
000449485000011	000282688200002
000449485000011	000203626500009
000449485000011	000178738800013
000449485000011	A1991FF98900006
000449485000011	000085463300001
000449485000011	A1997XM66500008
000449485000011	000073178500001
000449485000011	000296633400002
000449485000011	000168461100012
000449485000011	A1975AC68700002
000449485000011	A1988P022800004
000449485000011	A1955WD13800001
000449485000011	A1982PA92700008
000449485000011	000261678100006
000449485000011	000336438400007
000551465100006	A1979HM23300006
000555468400007	A1979HM23300006
000511080100001	A1979HM23300006
000506040000003	A1979HM23300006
000435381900016	A1979HM23300006
000435090200005	A1979HM23300006
000398893600005	A1979HM23300006
000387999800009	A1979HM23300006
000361231500004	A1979HM23300006
000333703700006	A1979HM23300006
000329080600005	A1979HM23300006
000324174300018	A1979HM23300006
000285804100012	A1979HM23300006
000287031100003	A1979HM23300006
000326273200008	A1979HM23300006
000262235200005	A1979HM23300006
000290215800002	A1979HM23300006
000088570000004	A1979HM23300006
000076385300003	A1979HM23300006
A1997XP84600003	A1979HM23300006
000071878700009	A1979HM23300006
A1993KU57700003	A1979HM23300006
A1992HG18000004	A1979HM23300006
A1988T154600004	A1979HM23300006
A1986E982800002	A1979HM23300006
A1985APU8600006	A1979HM23300006
A1984SG68100021	A1979HM23300006
A1982PA92700018	A1979HM23300006
A1981LR08600018	A1979HM23300006
000405174900001	A1983PY32000010
000404618400062	A1983PY32000010
000410203700149	A1983PY32000010
000409153100015	A1983PY32000010
000409059800005	A1983PY32000010
000408783300018	A1983PY32000010
000407197000004	A1983PY32000010
000407195600017	A1983PY32000010
000406267700003	A1983PY32000010
000405868500009	A1983PY32000010
000405297100005	A1983PY32000010
000404963400032	A1983PY32000010
000404963200002	A1983PY32000010
000404324300003	A1983PY32000010
000404323800004	A1983PY32000010
000404331200007	A1983PY32000010
000403977000004	A1983PY32000010
000403711500004	A1983PY32000010
000403739100011	A1983PY32000010
000403381100019	A1983PY32000010
000403405900001	A1983PY32000010
000404815700010	A1983PY32000010
000403560100003	A1983PY32000010
000457920300003	A1983PY32000010
000402617700006	A1983PY32000010
000408051800001	A1983PY32000010
000402350700015	A1983PY32000010
000403985100006	A1983PY32000010
000409304000001	A1983PY32000010
000404046100022	A1983PY32000010
000403137700002	A1983PY32000010
000407596200007	A1983PY32000010
000405564500006	A1983PY32000010
000403120100013	A1983PY32000010
000405296100008	A1983PY32000010
000404998000008	A1983PY32000010
000404639200010	A1983PY32000010
000404133200136	A1983PY32000010
000403929400008	A1983PY32000010
000403670300020	A1983PY32000010
000403120500011	A1983PY32000010
000402572300049	A1983PY32000010
000402357900017	A1983PY32000010
000401572300001	A1983PY32000010
000402572300026	A1983PY32000010
000402784500008	A1983PY32000010
000400776300001	A1983PY32000010
000402352200017	A1983PY32000010
000402543100012	A1983PY32000010
000400968500003	A1983PY32000010
000401012000007	A1983PY32000010
000400642500005	A1983PY32000010
000400218300007	A1983PY32000010
000399300100002	A1983PY32000010
000396961500003	A1983PY32000010
000398012200008	A1983PY32000010
000402190600001	A1983PY32000010
000401866800001	A1983PY32000010
000401473500041	A1983PY32000010
000401284600001	A1983PY32000010
000402989400002	A1983PY32000010
000401240000017	A1983PY32000010
000400712000006	A1983PY32000010
000400157900006	A1983PY32000010
000400214300010	A1983PY32000010
000399966800005	A1983PY32000010
000398878400010	A1983PY32000010
000412718200005	A1983PY32000010
000397366500030	A1983PY32000010
000418779300017	A1983PY32000010
000397361700006	A1983PY32000010
000395225800016	A1983PY32000010
000399342600001	A1983PY32000010
000399371900160	A1983PY32000010
000398539600001	A1983PY32000010
000398175900001	A1983PY32000010
000404221700005	A1983PY32000010
000400391800021	A1983PY32000010
000398867900028	A1983PY32000010
000399866000008	A1983PY32000010
000399501200006	A1983PY32000010
000398910600002	A1983PY32000010
000397899300005	A1983PY32000010
000398846900006	A1983PY32000010
000398825900003	A1983PY32000010
000397685200027	A1983PY32000010
000395077100012	A1983PY32000010
000398910600001	A1983PY32000010
000401203700006	A1983PY32000010
000430461900005	A1983PY32000010
000399094800003	A1983PY32000010
000396748400001	A1983PY32000010
000395600000007	A1983PY32000010
000396067100001	A1983PY32000010
000395449800001	A1983PY32000010
000396277700001	A1983PY32000010
000413637500003	A1983PY32000010
000400117400007	A1983PY32000010
000399089600006	A1983PY32000010
000398107700004	A1983PY32000010
000395097200007	A1983PY32000010
000398485400005	A1983PY32000010
000398488800007	A1983PY32000010
000397994400002	A1983PY32000010
000397994400003	A1983PY32000010
000397994400010	A1983PY32000010
000397994400012	A1983PY32000010
000396911700001	A1983PY32000010
000396911700003	A1983PY32000010
000397924200013	A1983PY32000010
000397377600045	A1983PY32000010
000398104000003	A1983PY32000010
000397413100002	A1983PY32000010
000394963500009	A1983PY32000010
000395068900003	A1983PY32000010
000397244600001	A1983PY32000010
000394969200003	A1983PY32000010
000394369400003	A1983PY32000010
000394520400008	A1983PY32000010
000394963500003	A1983PY32000010
000398063500011	A1983PY32000010
000398085600006	A1983PY32000010
000392767400013	A1983PY32000010
000396004600004	A1983PY32000010
000404547900005	A1983PY32000010
000392774500008	A1983PY32000010
000392326400002	A1983PY32000010
000394713900001	A1983PY32000010
000394676800013	A1983PY32000010
000397795200001	A1983PY32000010
000394244300036	A1983PY32000010
000399644200012	A1983PY32000010
000398894000007	A1983PY32000010
000395945300010	A1983PY32000010
000394762500009	A1983PY32000010
000395858900013	A1983PY32000010
000397020600009	A1983PY32000010
000394063400026	A1983PY32000010
000393962000007	A1983PY32000010
000392559500001	A1983PY32000010
000392229900005	A1983PY32000010
000397257600042	A1983PY32000010
000393629900006	A1983PY32000010
000390723400004	A1983PY32000010
000390723400011	A1983PY32000010
000390723400020	A1983PY32000010
000393158500001	A1983PY32000010
000392636800001	A1983PY32000010
000391857100026	A1983PY32000010
000391585800001	A1983PY32000010
000392763200001	A1983PY32000010
000391612300015	A1983PY32000010
000396836600004	A1983PY32000010
000404636000004	A1983PY32000010
000409344800006	A1983PY32000010
000391579300003	A1983PY32000010
000423918600004	A1983PY32000010
000406970000007	A1983PY32000010
000404352900007	A1983PY32000010
000406953300009	A1983PY32000010
000405984300031	A1983PY32000010
000396844600003	A1983PY32000010
000399603200001	A1983PY32000010
000449655200009	A1983PY32000010
000442547500007	A1983PY32000010
000441630800020	A1983PY32000010
000441374100005	A1983PY32000010
000437509400006	A1983PY32000010
000431848700172	A1983PY32000010
000430344600005	A1983PY32000010
000431390200086	A1983PY32000010
000430461400006	A1983PY32000010
000428165700008	A1983PY32000010
000426970505078	A1983PY32000010
000425727600005	A1983PY32000010
000425727600014	A1983PY32000010
000425936400008	A1983PY32000010
000424290100010	A1983PY32000010
000424430100005	A1983PY32000010
000424222900001	A1983PY32000010
000424164700004	A1983PY32000010
000424246200004	A1983PY32000010
000419738000355	A1983PY32000010
000423712000006	A1983PY32000010
000422864300004	A1983PY32000010
000423275100010	A1983PY32000010
000418510200003	A1983PY32000010
000418340700201	A1983PY32000010
000418026400017	A1983PY32000010
000417686700003	A1983PY32000010
000417174600004	A1983PY32000010
000416796600008	A1983PY32000010
000416538700002	A1983PY32000010
000416085700008	A1983PY32000010
000416147700001	A1983PY32000010
000414965000011	A1983PY32000010
000415732200007	A1983PY32000010
000412440300019	A1983PY32000010
000414975400012	A1983PY32000010
000411884700011	A1983PY32000010
000414714500006	A1983PY32000010
000402054600028	A1983PY32000010
000414099000001	A1983PY32000010
000414552800004	A1983PY32000010
000414062300003	A1983PY32000010
000413923600005	A1983PY32000010
000414127200010	A1983PY32000010
000411107400004	A1983PY32000010
000411094800005	A1983PY32000010
000408105600003	A1983PY32000010
000407567700004	A1983PY32000010
000407648600002	A1983PY32000010
000407572400003	A1983PY32000010
000407309700007	A1983PY32000010
000406953300003	A1983PY32000010
000405984300072	A1983PY32000010
000405614900009	A1983PY32000010
000405396700001	A1983PY32000010
000404626800002	A1983PY32000010
000404626800010	A1983PY32000010
000403616300009	A1983PY32000010
000402241300003	A1983PY32000010
000402938100007	A1983PY32000010
000402684300009	A1983PY32000010
000402038100001	A1983PY32000010
000401330600014	A1983PY32000010
000399074400005	A1983PY32000010
000399603200008	A1983PY32000010
000398540900006	A1983PY32000010
000398182700001	A1983PY32000010
000395592600008	A1983PY32000010
000396408400006	A1983PY32000010
000396356800010	A1983PY32000010
000396434100040	A1983PY32000010
000396357600020	A1983PY32000010
000395719000001	A1983PY32000010
000395098000007	A1983PY32000010
000396534100008	A1983PY32000010
000396526500008	A1983PY32000010
000394684500002	A1983PY32000010
000396006900023	A1983PY32000010
000394667500001	A1983PY32000010
000395257700010	A1983PY32000010
000395528900001	A1983PY32000010
000395685400007	A1983PY32000010
000395152500002	A1983PY32000010
000394611800009	A1983PY32000010
000396123200010	A1983PY32000010
000393095100003	A1983PY32000010
000392844200005	A1983PY32000010
000392215700007	A1983PY32000010
000392215300011	A1983PY32000010
000391475200009	A1983PY32000010
000391702400004	A1983PY32000010
000391361500005	A1983PY32000010
000463850100042	A1983PY32000010
000454603400049	A1983PY32000010
000453686500005	A1983PY32000010
000466497800008	A1983PY32000010
000405793100001	A1983PY32000010
000462989000006	A1983PY32000010
000511838400007	A1983PY32000010
000525648500035	A1983PY32000010
000458359000010	A1983PY32000010
000449485000005	A1983PY32000010
000449485000011	A1983PY32000010
000449485000034	A1983PY32000010
000388579900003	A1983PY32000010
000386402400001	A1983PY32000010
000390052400007	A1983PY32000010
000407116000003	A1983PY32000010
000397311400004	A1983PY32000010
000393486800004	A1983PY32000010
000393486800005	A1983PY32000010
000392620600002	A1983PY32000010
000390499400024	A1983PY32000010
000389670000002	A1983PY32000010
000388960700010	A1983PY32000010
000388676500010	A1983PY32000010
000387760800016	A1983PY32000010
000388171800009	A1983PY32000010
000392617800003	A1983PY32000010
000388047000003	A1983PY32000010
000389306300003	A1983PY32000010
000389024900006	A1983PY32000010
000398006000002	A1983PY32000010
000387178900009	A1983PY32000010
000387436300004	A1983PY32000010
000387359500013	A1983PY32000010
000387150700003	A1983PY32000010
000387498300001	A1983PY32000010
