PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	BARON, RS; MOORE, D; SANDERS, GS								DISTRACTION AS A SOURCE OF DRIVE IN SOCIAL FACILITATION RESEARCH								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				36	8			816	824		10.1037/0022-3514.36.8.816				1978	1978																			0022-3514	1939-1315		WOS:A1978FM23000003		
J	BAUMEISTER, RF; STEINHILBER, A				Baumeister, Roy F/R-7232-2016	Baumeister, Roy F/0000-0003-1413-3296			PARADOXICAL EFFECTS OF SUPPORTIVE AUDIENCES ON PERFORMANCE UNDER PRESSURE - THE HOME FIELD DISADVANTAGE IN SPORTS CHAMPIONSHIPS								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				47	1			85	93		10.1037/0022-3514.47.1.85				1984	1984																			0022-3514			WOS:A1984TA79900007		
J	BAUMEISTER, RF				Baumeister, Roy F/R-7232-2016	Baumeister, Roy F/0000-0003-1413-3296			CHOKING UNDER PRESSURE - SELF-CONSCIOUSNESS AND PARADOXICAL EFFECTS OF INCENTIVES ON SKILLFUL PERFORMANCE								JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY				46	3			610	620		10.1037/0022-3514.46.3.610				1984	1984																			0022-3514			WOS:A1984SG68100011	6707866	
J	BOND, CF; TITUS, LJ								SOCIAL FACILITATION - A META-ANALYSIS OF 241 STUDIES								PSYCHOLOGICAL BULLETIN				94	2			265	292		10.1037/0033-2909.94.2.265				1983	1983																			0033-2909	1939-1455		WOS:A1983RG39800003	6356198	
J	COTTRELL, NB; RITTLE, RH; WACK, DL								PRESENCE OF AN AUDIENCE AND LIST TYPE (COMPETITIONAL OR NONCOMPETITIONAL) AS JOINT DETERMINANTS OF PERFORMANCE IN PAIRED-ASSOCIATES LEARNING								JOURNAL OF PERSONALITY				35	3			425	&		10.1111/j.1467-6494.1967.tb01438.x				1967	1967																			0022-3506			WOS:A19679954000005	6050072	
J	JACKSON, JM; BUGLIONE, SA; GLENWICK, DS								MAJOR LEAGUE BASEBALL PERFORMANCE AS A FUNCTION OF BEING TRADED - A DRIVE THEORY ANALYSIS								PERSONALITY AND SOCIAL PSYCHOLOGY BULLETIN				14	1			46	56		10.1177/0146167288141005				MAR 1988	1988																			0146-1672			WOS:A1988N184600005	30045453	
J	ZAJONC, RB; SALES, SM								SOCIAL FACILITATION OF DOMINANT AND SUBORDINATE RESPONSES								JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY				2	2			160	168		10.1016/0022-1031(66)90077-1				1966	1966																			0022-1031			WOS:A1966ZH81300008		
J	ZAJONC, RB								SOCIAL FACILITATION								SCIENCE				149	3681			269	&		10.1126/science.149.3681.269				1965	1965																			0036-8075			WOS:A19656618600010	14300526	
